topic,political_leaning,sentence_count,Fear_Score,Anger_Score,Joy_Score,Sadness_Score,Disgust_Score,Surprise_Score,Neutral_Score
58,Liberal,1,0.05435847491025925,0.42823711037635803,0.0023677614517509937,0.17257744073867798,0.06852627545595169,0.028547223657369614,0.24538567662239075
59,Liberal,2,0.029016955755650997,0.1300978921353817,0.0050725770415738225,0.01346689136698842,0.287779844366014,0.011855769669637084,0.5227100700139999
59,Moderate,1,0.04779397323727608,0.16709201037883759,0.0021182794589549303,0.015851495787501335,0.25615233182907104,0.023054981604218483,0.48793694376945496
60,Liberal,7,0.027118854025112733,0.175182890546109,0.0053279323619790375,0.014974304242059588,0.26970864313521553,0.04227776878646442,0.46540957050664084
61,Moderate,1,0.03820327669382095,0.019080135971307755,0.008382967673242092,0.005852398928254843,0.01920917071402073,0.12184109538793564,0.7874310612678528
62,Moderate,2,0.010307293850928545,0.19223051704466343,0.014496022660750896,0.018834094051271677,0.09402078110724688,0.13384435698390007,0.5362669080495834
63,Liberal,1,0.010591348633170128,0.01599017344415188,0.05001417547464371,0.009860903024673462,0.016703618690371513,0.005042812786996365,0.891796886920929
63,Moderate,8,0.019465434306766838,0.03057814884232357,0.0032438334601465613,0.04513632631278597,0.025997741147875786,0.02656226116232574,0.8490162342786789
64,Moderate,2,0.004150802735239267,0.01655776333063841,0.0020820264471694827,0.007220117608085275,0.03236106503754854,0.022682983428239822,0.9149452149868011
65,Moderate,3,0.007747739320620894,0.036653389843801655,0.004864112241193652,0.00938278871277968,0.04103523679077625,0.008014673832803965,0.8923021157582601
66,Liberal,1,0.14311465620994568,0.032504960894584656,0.0037276376970112324,0.04170650243759155,0.21973459422588348,0.017952406778931618,0.541259229183197
69,Liberal,2,0.004837221233174205,0.05549378227442503,0.007683279225602746,0.009787795133888721,0.030303727835416794,0.01988842128776014,0.872005820274353
70,Moderate,4,0.012938787462189794,0.04479649430140853,0.0020323585777077824,0.07272206875495613,0.06695009302347898,0.030642857309430838,0.7699173837900162
73,Liberal,1,0.004869470372796059,0.0667821392416954,0.017681818455457687,0.003986021503806114,0.037438955157995224,0.1926552802324295,0.676586389541626
73,Moderate,2,0.076737888623029,0.030917804688215256,0.029683952685445547,0.010970314731821418,0.01858465187251568,0.04738578666001558,0.7857196629047394
74,Liberal,2,0.030228220857679844,0.15430007129907608,0.0023441030643880367,0.18007739633321762,0.16550369560718536,0.016032676212489605,0.4515138566493988
74,Moderate,4,0.014345369301736355,0.043914395151659846,0.004152902954956517,0.01964756823144853,0.1151532034855336,0.1439425506396219,0.6588440015912056
75,Liberal,3,0.003898588319619497,0.01606328785419464,0.00409703243834277,0.009676696344589194,0.03309528653820356,0.42449698100487393,0.508672154818972
76,Liberal,4,0.18662256246898323,0.11334833898581564,0.0031995376339182258,0.009940562769770622,0.06630313955247402,0.33432669658213854,0.2862591464072466
77,Moderate,2,0.013490822166204453,0.13297086767852306,0.0037090724799782038,0.007081423886120319,0.31655097007751465,0.011419136309996247,0.5147777050733566
78,Moderate,5,0.007778916833922267,0.03430626858025789,0.004356987331993878,0.004766369378194213,0.13721905639395118,0.2019254150800407,0.6096469856798649
79,Liberal,1,0.005298689007759094,0.011842596344649792,0.002432087669149041,0.002771498402580619,0.01155371405184269,0.07911361753940582,0.8869878053665161
79,Moderate,2,0.1482236289884895,0.022291405824944377,0.010893204482272267,0.01696616772096604,0.005434636143036187,0.06479227682575583,0.7313986867666245
82,Liberal,1,0.00950290635228157,0.023331038653850555,0.00235888478346169,0.00773424981161952,0.01897682249546051,0.01902659237384796,0.9190694689750671
84,Liberal,1,0.011108228005468845,0.019266754388809204,0.0022426003124564886,0.005780288018286228,0.04134994372725487,0.11567488312721252,0.8045772910118103
84,Moderate,1,0.010902895592153072,0.020807843655347824,0.0038837732281535864,0.012754515744745731,0.041889939457178116,0.05886895954608917,0.8508920669555664
85,Liberal,5,0.017484400328248738,0.09332644110545515,0.003877650829963386,0.045540542155504224,0.14636848717927933,0.04012994393706322,0.653272521495819
87,Liberal,1,0.12054946273565292,0.12802597880363464,0.0024110996164381504,0.016687260940670967,0.6200687885284424,0.02739284560084343,0.08486456423997879
89,Liberal,1,0.03217998892068863,0.016040902584791183,0.3035045266151428,0.012336860410869122,0.013080046512186527,0.010198007337749004,0.6126596927642822
90,Liberal,2,0.01594939175993204,0.04456833563745022,0.0037245586281642318,0.039044326171278954,0.11462655290961266,0.031106133945286274,0.7509807050228119
90,Moderate,1,0.002645432483404875,0.035790346562862396,0.033077582716941833,0.0035367256496101618,0.055081382393836975,0.003981153946369886,0.8658874034881592
91,Liberal,1,0.07365462929010391,0.07366440445184708,0.02756499871611595,0.2684917151927948,0.12127483636140823,0.013547119684517384,0.4218024015426636
92,Liberal,1,0.0011936505325138569,0.9223918914794922,0.0007608273881487548,0.0018886880716308951,0.060786906629800797,0.003010011976584792,0.0099679846316576
93,Liberal,3,0.008512222518523535,0.20805860062440237,0.0024030315689742565,0.0182540537789464,0.20803436636924744,0.02128813633074363,0.533449629942576
94,Moderate,7,0.004879862751944789,0.04837125899004085,0.024085570076879646,0.03169888168174241,0.10221574575241123,0.01681070655052151,0.7719379791191646
96,Liberal,1,0.004388118628412485,0.1891014277935028,0.0023650112561881542,0.0183823574334383,0.20004218816757202,0.030981581658124924,0.5547392964363098
97,Moderate,6,0.012656735178704063,0.21342488968123993,0.010472301005696258,0.05847379507031292,0.03833903822426995,0.27773119377282757,0.3889020347657303
100,Liberal,1,0.0011855403427034616,0.007619025651365519,0.011996912769973278,0.0022963467054069042,0.01010039635002613,0.005928575061261654,0.9608731269836426
100,Moderate,1,0.003536044154316187,0.010336698032915592,0.055375583469867706,0.008045102469623089,0.00460042105987668,0.02542027458548546,0.8926859498023987
101,Moderate,2,0.002167639700928703,0.010901480447500944,0.0038081349339336157,0.003478882019408047,0.017009107628837228,0.010881382506340742,0.9517533481121063
103,Liberal,3,0.003224434331059456,0.0059361134966214495,0.05157258672018846,0.00315220863558352,0.007714710819224517,0.029168149766822655,0.8992317716280619
103,Moderate,1,0.0363602340221405,0.012400399893522263,0.008861325681209564,0.0216613058000803,0.1626526117324829,0.005705100018531084,0.7523590922355652
104,Liberal,1,0.003671828890219331,0.014382991008460522,0.012250219471752644,0.12002474069595337,0.03632989898324013,0.007057263050228357,0.8062831163406372
104,Moderate,2,0.01068665529601276,0.31363212247379124,0.011074041714891791,0.008016543462872505,0.06410080473870039,0.05639697122387588,0.5360928475856781
105,Moderate,3,0.033287188659111656,0.12049458672602971,0.006990248026947181,0.01995753093312184,0.07418175786733627,0.03415804107983907,0.7109306255976359
106,Moderate,2,0.029298138804733753,0.020690564531832933,0.00711842137388885,0.004146449267864227,0.1914699545595795,0.1166141889989376,0.6306623220443726
108,Moderate,3,0.008239413456370434,0.03067796506608526,0.012284108903259039,0.00906950980424881,0.046126526004324354,0.3340151996041338,0.5595872541889548
109,Liberal,12,0.22177970521928123,0.154108609771356,0.0035706785565707833,0.009254218350785473,0.12265156622743234,0.025622064771596342,0.46301315468735993
110,Liberal,3,0.18513417236196497,0.015136870089918375,0.008069926717629036,0.005184209284683068,0.009816534196337065,0.01846985410278042,0.7581885059674581
110,Moderate,2,0.0014616111293435097,0.010821297764778137,0.052499912679195404,0.002712731482461095,0.00979594886302948,0.17998787760734558,0.7427206039428711
114,Liberal,1,0.09697379171848297,0.04649335518479347,0.008086967281997204,0.06906324625015259,0.14226259291172028,0.005067463032901287,0.6320526003837585
114,Moderate,3,0.008536349865607917,0.048019157722592354,0.0032937609745810428,0.012653078340614835,0.12291057143981259,0.02484842420866092,0.7797386248906454
116,Liberal,4,0.32692795153707266,0.056861431803554296,0.003029840299859643,0.009125163429416716,0.27853144938126206,0.013927363615948707,0.3115968070924282
116,Moderate,1,0.771147608757019,0.009174015372991562,0.0032870271243155003,0.006351353134959936,0.007513999007642269,0.009630588814616203,0.19289530813694
118,Liberal,1,0.004312691744416952,0.08043383806943893,0.0013899334007874131,0.01004087645560503,0.5101076364517212,0.0060541401617228985,0.3876609206199646
119,Liberal,1,0.015389717184007168,0.2163139432668686,0.0021657091565430164,0.00660693971440196,0.7166074514389038,0.003871695138514042,0.039044495671987534
120,Liberal,1,0.0019038047175854445,0.009865042753517628,0.006732203997671604,0.0023029570002108812,0.009985227137804031,0.0584321953356266,0.9107785820960999
120,Moderate,3,0.009478854481130838,0.04597397133087119,0.007581828162074089,0.00726789515465498,0.0430471341436108,0.3070616638287902,0.5795886442065239
122,Liberal,1,0.004573264624923468,0.05388164892792702,0.17916105687618256,0.020703786984086037,0.14962553977966309,0.026244590058922768,0.5658101439476013
122,Moderate,2,0.0028627802385017276,0.008869491051882505,0.018186683068051934,0.009202045854181051,0.08267129585146904,0.03419164242222905,0.8440161347389221
124,Liberal,3,0.03473268045733372,0.028588319818178814,0.004567187745124102,0.018707639537751675,0.2868632103006045,0.049384789541363716,0.577156181136767
125,Moderate,2,0.030158246867358685,0.017670152708888054,0.004154455615207553,0.05093894712626934,0.29885441809892654,0.33641752041876316,0.2618062640540302
128,Moderate,1,0.028110027313232422,0.13390861451625824,0.029061011970043182,0.007765915244817734,0.06952619552612305,0.022453200072050095,0.7091749906539917
130,Liberal,1,0.018776534125208855,0.05069774389266968,0.0021025913301855326,0.08394273370504379,0.3726910948753357,0.04914391413331032,0.42264533042907715
132,Liberal,1,0.010431019589304924,0.03950143977999687,0.0027106807101517916,0.0066648246720433235,0.13169792294502258,0.010090247727930546,0.7989038825035095
135,Liberal,2,0.028560876846313477,0.09651900455355644,0.01842150604352355,0.047715173568576574,0.11562320217490196,0.0432729609310627,0.6498872935771942
138,Moderate,1,0.0137575538828969,0.01594509929418564,0.0020281143952161074,0.01124658714979887,0.03768480196595192,0.03136496618390083,0.887972891330719
140,Liberal,1,0.058921296149492264,0.2510378658771515,0.005914141424000263,0.012764308601617813,0.35757121443748474,0.02056889422237873,0.2932221591472626
140,Moderate,1,0.01864672638475895,0.010236500762403011,0.008065108209848404,0.02554701641201973,0.01288710255175829,0.1340552121400833,0.7905623316764832
142,Moderate,2,0.007754954393021762,0.028220667969435453,0.003969956538639963,0.008742292411625385,0.04725189367309213,0.009927612263709307,0.8941326141357422
144,Liberal,3,0.0773260557713608,0.023359159628550213,0.1207879213616252,0.02817487910700341,0.08994903601706028,0.14279053484400114,0.5176123976707458
145,Liberal,1,0.01431964710354805,0.026777707040309906,0.000983991427347064,0.00723948422819376,0.9124510884284973,0.0197333712130785,0.018494684249162674
147,Liberal,6,0.1686217962220932,0.21644554830466708,0.03117068169134048,0.01597041985951364,0.19984495971584693,0.027217463260361303,0.34072913105289143
147,Moderate,1,0.006329057738184929,0.2512149214744568,0.004016608465462923,0.020235365256667137,0.3447425961494446,0.02928186021745205,0.344179630279541
148,Liberal,1,0.015642601996660233,0.42218053340911865,0.0022517130710184574,0.028698356822133064,0.2806812524795532,0.011467037722468376,0.2390785813331604
148,Moderate,1,0.018156055361032486,0.19219788908958435,0.0015077699208632112,0.08223400264978409,0.1970125287771225,0.02410978451371193,0.48478198051452637
153,Liberal,2,0.008668402442708611,0.26390253007411957,0.00755178090184927,0.044683278538286686,0.18854159116744995,0.011381074553355575,0.4752712845802307
154,Liberal,3,0.006610231318821509,0.1948977798844377,0.0022202611823255816,0.011645716615021229,0.3395815324038267,0.02594363068540891,0.4191008706887563
155,Moderate,1,0.0019517604960128665,0.008980250917375088,0.0063293748535215855,0.0025037317536771297,0.018127791583538055,0.003846254199743271,0.9582607746124268
157,Moderate,1,0.5913342237472534,0.15196198225021362,0.0022885215003043413,0.0350675992667675,0.10235649347305298,0.0021365825086832047,0.11485465615987778
159,Moderate,2,0.12065988034009933,0.042576422449201345,0.006563537870533764,0.05081270448863506,0.3150742556899786,0.16864240309223533,0.2956707999110222
160,Liberal,1,0.00247679790481925,0.005733828991651535,0.26182639598846436,0.011552650481462479,0.015424731187522411,0.015864480286836624,0.6871210932731628
161,Liberal,1,0.009660935960710049,0.023328829556703568,0.006756993010640144,0.01666931062936783,0.14098945260047913,0.03236702084541321,0.7702274322509766
161,Moderate,1,0.01617315784096718,0.021261539310216904,0.0026561818085610867,0.009941483847796917,0.030399983748793602,0.012273033149540424,0.9072946906089783
164,Liberal,1,0.013064837083220482,0.027477698400616646,0.009131496772170067,0.15768881142139435,0.019239023327827454,0.16324104368686676,0.6101570725440979
165,Liberal,1,0.012429301626980305,0.4458450675010681,0.007798384875059128,0.02761342190206051,0.23741121590137482,0.022860651835799217,0.24604199826717377
165,Moderate,1,0.005074793938547373,0.06602773815393448,0.002749459585174918,0.09237734973430634,0.04604702815413475,0.003971155267208815,0.7837525010108948
167,Liberal,1,0.6350058317184448,0.13453859090805054,0.0030668519902974367,0.010142938233911991,0.1433001309633255,0.009804838337004185,0.06414078921079636
168,Liberal,2,0.027268085395917296,0.040708000771701336,0.008980193873867393,0.026618984062224627,0.014254340203478932,0.030716645997017622,0.8514537215232849
168,Moderate,2,0.062397162429988384,0.07469999045133591,0.013499483466148376,0.09626338630914688,0.06928253546357155,0.0803707018494606,0.6034867763519287
169,Liberal,1,0.004000408109277487,0.6350519061088562,0.0033976351842284203,0.016343314200639725,0.09050173312425613,0.024230986833572388,0.22647403180599213
172,Liberal,3,0.005103254574351013,0.20204015277946988,0.0016781972565998633,0.0045904857106506824,0.43554598061988753,0.00812103304391106,0.34292085468769073
173,Liberal,1,0.016300559043884277,0.1178019642829895,0.0017346341628581285,0.010322793386876583,0.24383896589279175,0.010965008288621902,0.5990360975265503
174,Moderate,1,0.0034580840729177,0.008161148987710476,0.003614106448367238,0.0026172343641519547,0.008958162739872932,0.026659270748496056,0.9465320110321045
175,Liberal,2,0.007966002682223916,0.015868088230490685,0.36269970680586994,0.007982936222106218,0.02243776060640812,0.06383369769901037,0.5192118436098099
176,Moderate,1,0.004045749548822641,0.004736399278044701,0.08874776214361191,0.016877273097634315,0.0031043896451592445,0.08458259701728821,0.7979057431221008
177,Moderate,1,0.0019507493125274777,0.02029208280146122,0.0026118839159607887,0.0034813613165169954,0.01600704714655876,0.022630946710705757,0.9330259561538696
178,Moderate,1,0.0013340803561732173,0.009297954849898815,0.05075155198574066,0.002881240099668503,0.013149905018508434,0.023542985320091248,0.8990422487258911
179,Liberal,1,0.004781127441674471,0.01378591451793909,0.0024451373610645533,0.005158381070941687,0.02259260229766369,0.009443257004022598,0.9417935609817505
181,Liberal,1,0.012150554917752743,0.008151035755872726,0.0069596245884895325,0.23034577071666718,0.009441837668418884,0.11098317801952362,0.6219679713249207
181,Moderate,10,0.01405113689834252,0.09396649952977895,0.008023559348657727,0.008462971821427346,0.048849572287872435,0.07970672673545778,0.7469395399093628
182,Liberal,1,0.007526938803493977,0.8987758159637451,0.0014295715373009443,0.006461524870246649,0.07083677500486374,0.0022039557807147503,0.012765332125127316
182,Moderate,1,0.010861839167773724,0.04775168374180794,0.0841171145439148,0.011555985547602177,0.13214890658855438,0.5642186999320984,0.14934581518173218
186,Liberal,2,0.04200541973114014,0.010269902646541595,0.007101142313331366,0.012672836426645517,0.006051681470125914,0.0703304074704647,0.8515686094760895
188,Moderate,4,0.014893964224029332,0.02377296704798937,0.1399583833408542,0.013486757932696491,0.09812953695654869,0.43810915760695934,0.2716492246836424
189,Liberal,1,0.008858757093548775,0.012563969008624554,0.003502441570162773,0.01580110378563404,0.008754563517868519,0.016151675954461098,0.9343675374984741
189,Moderate,3,0.19723070288697878,0.2207600213587284,0.006790807509484391,0.03344406249622504,0.32235564291477203,0.04728013502123455,0.17213864562412104
191,Moderate,2,0.4616173803806305,0.034216538071632385,0.00437127472832799,0.009068069979548454,0.4343593716621399,0.008174950256943703,0.048192452639341354
192,Moderate,1,0.002814284060150385,0.025953572243452072,0.017900504171848297,0.006972334813326597,0.02111927606165409,0.34334567189216614,0.5818943977355957
